date,name,visitors,store,hfb_no,hfb_name,transaction_date,market_area_no,created_net_quantity,created_sales_net_amount_euro,unique_transaction_identifier,avg_time,visitors_daily
2025-09-04,HFB03,2322,445,03,Workspaces,2025-09-04,445,116.000000000,4968.890819200,59,2.3,4905
2025-09-04,HFB12,3776,445,12,Home textiles,2025-09-04,445,1207.000000000,8985.847225600,327,2.44,4905
2025-09-04,HFB06,3771,445,06,Bathroom & Water,2025-09-04,445,543.000000000,8817.554659200,292,2.17,4905
2025-09-04,HFB11,3910,445,11,Bed and bath textiles,2025-09-04,445,1781.000000000,17577.142688000,563,2.02,4905
2025-09-04,HFB16,2727,445,16,Decoration,2025-09-04,445,2674.000000000,13561.351440000,744,3.17,4905
2025-09-04,HFB10,4012,445,10,Lighting & Home electronics,2025-09-04,445,1230.000000000,12255.136051200,442,3.29,4905
2025-09-04,HFB18,3926,445,18,Home organisation,2025-09-04,445,3093.000000000,9573.014236800,1014,3.16,4905
2025-09-04,HFB09,2345,445,09,Children's IKEA,2025-09-04,445,723.000000000,7204.829788800,279,6.76,4905
2025-09-04,HFB08,2426,445,08,Dining,2025-09-04,445,111.000000000,3859.295910400,36,2.78,4905
2025-09-04,HFB05,2538,445,05,Beds & Mattresses,2025-09-04,445,194.000000000,18144.574828800,105,4.58,4905
2025-09-04,HFB15,3413,445,15,Eating,2025-09-04,445,2504.000000000,6744.592220800,499,1.79,4905
2025-09-04,HFB02,3004,445,02,Store and organise furniture,2025-09-04,445,690.000000000,12389.857491200,154,5.2,4905
2025-09-04,HFB13,3944,445,13,Rugs,2025-09-04,445,203.000000000,4347.570102400,139,1.89,4905
2025-09-04,HFB14,3254,445,14,Cooking,2025-09-04,445,2763.000000000,10147.000393600,760,1.85,4905
2025-09-04,HFB01,3050,445,01,Living room seating,2025-09-04,445,194.000000000,17995.798665600,89,6.94,4905
2025-09-05,HFB16,2652,445,16,Decoration,2025-09-05,445,3057.000000000,14655.289532800,911,3.6,5381
2025-09-05,HFB01,4028,445,01,Living room seating,2025-09-05,445,201.000000000,18393.263324800,88,7.68,5381
2025-09-05,HFB03,3164,445,03,Workspaces,2025-09-05,445,163.000000000,7766.654604800,85,2.42,5381
2025-09-05,HFB11,4156,445,11,Bed and bath textiles,2025-09-05,445,2204.000000000,18968.123350400,627,1.94,5381
2025-09-05,HFB14,3344,445,14,Cooking,2025-09-05,445,3190.000000000,11705.108464000,969,1.69,5381
2025-09-05,HFB18,4324,445,18,Home organisation,2025-09-05,445,3815.000000000,11933.333865600,1211,3.13,5381
2025-09-05,HFB07,3339,445,07,Kitchen,2025-09-05,445,1550.420000000,33897.053974560,239,6.82,5381
2025-09-05,HFB09,3068,445,09,Children's IKEA,2025-09-05,445,804.000000000,7113.874611200,345,6.1,5381
2025-09-05,HFB05,3007,445,05,Beds & Mattresses,2025-09-05,445,286.000000000,31844.070361600,147,4.5,5381
2025-09-05,HFB15,3693,445,15,Eating,2025-09-05,445,2972.000000000,8522.259827200,646,1.59,5381
2025-09-05,HFB12,3994,445,12,Home textiles,2025-09-05,445,1577.000000000,12795.259792000,393,2.01,5381
2025-09-05,HFB13,4227,445,13,Rugs,2025-09-05,445,246.000000000,6014.256371200,183,1.88,5381
2025-09-05,HFB02,3893,445,02,Store and organise furniture,2025-09-05,445,641.000000000,13159.735904000,164,5.67,5381
2025-09-05,HFB04,3241,445,04,Bedroom furniture,2025-09-05,445,1167.000000000,25586.441529600,229,4.94,5381
2025-09-05,HFB06,4401,445,06,Bathroom & Water,2025-09-05,445,622.000000000,9655.958950400,354,2.12,5381
2025-09-05,HFB10,4367,445,10,Lighting & Home electronics,2025-09-05,445,1507.000000000,13355.191225600,507,3.56,5381
2025-09-05,HFB08,3207,445,08,Dining,2025-09-05,445,131.000000000,5700.828761600,52,2.87,5381
2025-09-06,HFB07,5011,445,07,Kitchen,2025-09-06,445,1345.080000000,23515.462591320,409,6.93,9398
2025-09-06,HFB03,4866,445,03,Workspaces,2025-09-06,445,339.000000000,15076.494294400,163,2.53,9398
2025-09-06,HFB10,7067,445,10,Lighting & Home electronics,2025-09-06,445,2870.000000000,30811.885664000,927,3.39,9398
2025-09-06,HFB11,6832,445,11,Bed and bath textiles,2025-09-06,445,3447.000000000,33114.675596800,1142,2.6,9398
2025-09-06,HFB05,4717,445,05,Beds & Mattresses,2025-09-06,445,409.000000000,39183.621590400,182,4.29,9398
2025-09-06,HFB18,6890,445,18,Home organisation,2025-09-06,445,7245.000000000,22294.286470400,2058,3.22,9398
2025-09-06,HFB14,5690,445,14,Cooking,2025-09-06,445,6026.000000000,22712.723980800,1701,2.22,9398
2025-09-06,HFB08,4847,445,08,Dining,2025-09-06,445,211.000000000,11586.407952000,102,2.42,9398
2025-09-06,HFB01,6257,445,01,Living room seating,2025-09-06,445,432.000000000,40935.947001600,186,7.69,9398
2025-09-06,HFB15,6149,445,15,Eating,2025-09-06,445,4577.000000000,13941.848480000,1103,2.37,9398
2025-09-06,HFB09,4989,445,09,Children's IKEA,2025-09-06,445,1556.000000000,13194.981945600,596,5.7,9398
2025-09-06,HFB06,7158,445,06,Bathroom & Water,2025-09-06,445,1255.000000000,17685.648064000,674,2.65,9398
2025-09-06,HFB16,4652,445,16,Decoration,2025-09-06,445,5091.000000000,24804.620243200,1496,4.22,9398
2025-09-06,HFB13,6791,445,13,Rugs,2025-09-06,445,528.000000000,16509.566304000,389,1.75,9398
2025-09-06,HFB02,6089,445,02,Store and organise furniture,2025-09-06,445,1494.000000000,29259.821852800,334,5.42,9398
2025-09-06,HFB12,6552,445,12,Home textiles,2025-09-06,445,2483.000000000,20141.292214400,660,2.73,9398
2025-09-06,HFB04,5051,445,04,Bedroom furniture,2025-09-06,445,2647.000000000,52727.786944000,459,5.25,9398
2025-09-07,HFB05,5013,445,05,Beds & Mattresses,2025-09-07,445,399.000000000,36714.710109000,192,4.2,8790
2025-09-07,HFB16,4887,445,16,Decoration,2025-09-07,445,4835.000000000,24069.041180800,1388,3.91,8790
2025-09-07,HFB07,5027,445,07,Kitchen,2025-09-07,445,1663.920000000,35980.939772960,382,5.94,8790
2025-09-07,HFB02,5959,445,02,Store and organise furniture,2025-09-07,445,1437.000000000,28293.687072000,325,5.0,8790
2025-09-07,HFB13,7012,445,13,Rugs,2025-09-07,445,405.000000000,12833.418729600,297,2.18,8790
2025-09-07,HFB11,6935,445,11,Bed and bath textiles,2025-09-07,445,3094.000000000,29212.414470400,1097,2.64,8790
2025-09-07,HFB06,7304,445,06,Bathroom & Water,2025-09-07,445,1022.000000000,14057.199161600,586,2.79,8790
2025-09-07,HFB01,5983,445,01,Living room seating,2025-09-07,445,278.000000000,28960.230499200,121,6.31,8790
2025-09-07,HFB10,7132,445,10,Lighting & Home electronics,2025-09-07,445,2467.000000000,24175.434707200,827,3.87,8790
2025-09-07,HFB15,5964,445,15,Eating,2025-09-07,445,4111.000000000,12410.320585600,974,2.13,8790
2025-09-07,HFB03,4881,445,03,Workspaces,2025-09-07,445,391.000000000,15982.186483200,189,2.24,8790
2025-09-07,HFB09,4959,445,09,Children's IKEA,2025-09-07,445,1498.000000000,12331.016992000,564,6.5,8790
2025-09-07,HFB14,5397,445,14,Cooking,2025-09-07,445,5497.000000000,19879.277219200,1602,1.84,8790
2025-09-07,HFB08,4988,445,08,Dining,2025-09-07,445,195.000000000,9457.445088000,72,2.58,8790
2025-09-07,HFB18,7093,445,18,Home organisation,2025-09-07,445,6853.000000000,21469.791257600,1933,4.01,8790
2025-09-07,HFB12,6551,445,12,Home textiles,2025-09-07,445,2402.000000000,19087.770553600,599,2.6,8790
2025-09-07,HFB04,5253,445,04,Bedroom furniture,2025-09-07,445,2222.000000000,46569.487865600,446,5.08,8790
2025-09-08,HFB02,2766,445,02,Store and organise furniture,2025-09-08,445,487.000000000,10039.951465600,135,3.84,5147
2025-09-08,HFB05,2290,445,05,Beds & Mattresses,2025-09-08,445,223.000000000,22638.882067200,103,4.86,5147
2025-09-08,HFB06,3994,445,06,Bathroom & Water,2025-09-08,445,455.000000000,6212.478944000,288,2.42,5147
2025-09-08,HFB09,2859,445,09,Children's IKEA,2025-09-08,445,720.000000000,6391.986160000,264,6.46,5147
2025-09-08,HFB11,3901,445,11,Bed and bath textiles,2025-09-08,445,1685.000000000,15557.267779200,560,2.42,5147
2025-09-08,HFB18,3946,445,18,Home organisation,2025-09-08,445,3033.000000000,8939.313712000,1000,3.72,5147
2025-09-08,HFB12,3578,445,12,Home textiles,2025-09-08,445,1272.000000000,10445.790700800,314,2.8,5147
2025-09-08,HFB03,2088,445,03,Workspaces,2025-09-08,445,226.000000000,11653.477382400,77,1.96,5147
2025-09-08,HFB04,2470,445,04,Bedroom furniture,2025-09-08,445,1183.000000000,23673.542726400,216,4.75,5147
2025-09-08,HFB14,3131,445,14,Cooking,2025-09-08,445,2534.000000000,9084.812867200,758,2.73,5147
2025-09-08,HFB07,2157,445,07,Kitchen,2025-09-08,445,842.500000000,16212.382641000,222,5.87,5147
2025-09-08,HFB10,3880,445,10,Lighting & Home electronics,2025-09-08,445,1140.000000000,10982.637433600,390,3.12,5147
2025-09-08,HFB01,2914,445,01,Living room seating,2025-09-08,445,163.000000000,17061.195984000,76,6.05,5147
2025-09-08,HFB13,3836,445,13,Rugs,2025-09-08,445,203.000000000,4689.107158400,148,2.27,5147
2025-09-08,HFB08,2201,445,08,Dining,2025-09-08,445,130.000000000,5315.379798400,53,2.32,5147
2025-09-08,HFB15,3439,445,15,Eating,2025-09-08,445,2435.000000000,6467.284521600,515,2.04,5147
2025-09-08,HFB16,2673,445,16,Decoration,2025-09-08,445,2665.000000000,12419.423385600,771,3.33,5147
2025-09-09,HFB02,2846,445,02,Store and organise furniture,2025-09-09,445,539.000000000,9203.586201600,119,5.0,4571
2025-09-09,HFB06,3644,445,06,Bathroom & Water,2025-09-09,445,485.000000000,8448.417913600,261,2.88,4571
2025-09-09,HFB08,2405,445,08,Dining,2025-09-09,445,76.000000000,3577.546044800,33,2.78,4571
2025-09-09,HFB16,2386,445,16,Decoration,2025-09-09,445,2185.000000000,10186.324489600,673,2.86,4571
2025-09-09,HFB10,3563,445,10,Lighting & Home electronics,2025-09-09,445,1105.000000000,11758.851395200,383,3.52,4571
2025-09-09,HFB14,2874,445,14,Cooking,2025-09-09,445,2453.000000000,8404.360361600,738,2.62,4571
2025-09-09,HFB11,3542,445,11,Bed and bath textiles,2025-09-09,445,1600.000000000,14438.060313600,487,2.22,4571
2025-09-09,HFB05,2386,445,05,Beds & Mattresses,2025-09-09,445,123.000000000,11222.805708800,70,4.11,4571
2025-09-09,HFB04,2542,445,04,Bedroom furniture,2025-09-09,445,882.000000000,17969.946713600,154,5.44,4571
2025-09-09,HFB09,2755,445,09,Children's IKEA,2025-09-09,445,674.000000000,5547.610432000,252,5.98,4571
2025-09-09,HFB03,2318,445,03,Workspaces,2025-09-09,445,139.000000000,5860.309817600,68,2.38,4571
2025-09-09,HFB07,2429,445,07,Kitchen,2025-09-09,445,1204.360000000,33937.678860680,214,10.21,4571
2025-09-09,HFB01,2896,445,01,Living room seating,2025-09-09,445,133.000000000,13615.167193600,60,5.97,4571
2025-09-09,HFB13,3492,445,13,Rugs,2025-09-09,445,181.000000000,4120.218569600,127,1.91,4571
2025-09-09,HFB15,3109,445,15,Eating,2025-09-09,445,2104.000000000,6323.533104000,489,1.76,4571
2025-09-09,HFB12,3254,445,12,Home textiles,2025-09-09,445,910.000000000,7453.882396800,260,2.27,4571
2025-09-09,HFB18,3645,445,18,Home organisation,2025-09-09,445,5882.000000000,10657.412595200,932,3.19,4571
2025-09-10,HFB06,3059,445,06,Bathroom & Water,2025-09-10,445,531.000000000,8982.424572800,276,2.45,4158
2025-09-10,HFB10,3113,445,10,Lighting & Home electronics,2025-09-10,445,1209.000000000,12160.831043200,366,4.1,4158
2025-09-10,HFB08,2102,445,08,Dining,2025-09-10,445,96.000000000,6633.829350400,40,2.67,4158
2025-09-10,HFB05,2052,445,05,Beds & Mattresses,2025-09-10,445,168.000000000,14049.261520000,81,3.12,4158
2025-09-10,HFB15,2694,445,15,Eating,2025-09-10,445,2341.000000000,6074.626140800,517,1.83,4158
2025-09-10,HFB04,2407,445,04,Bedroom furniture,2025-09-10,445,678.000000000,14243.915795200,155,5.67,4158
2025-09-10,HFB18,3039,445,18,Home organisation,2025-09-10,445,2746.000000000,8235.412393600,945,3.77,4158
2025-09-10,HFB03,2113,445,03,Workspaces,2025-09-10,445,94.000000000,4103.979174400,57,2.02,4158
2025-09-10,HFB14,2518,445,14,Cooking,2025-09-10,445,2403.000000000,8968.297027200,745,2.65,4158
2025-09-10,HFB01,2751,445,01,Living room seating,2025-09-10,445,99.000000000,10581.240364800,45,6.07,4158
2025-09-10,HFB11,3003,445,11,Bed and bath textiles,2025-09-10,445,1398.000000000,13222.727280000,499,2.22,4158
2025-09-10,HFB09,2467,445,09,Children's IKEA,2025-09-10,445,628.000000000,4039.676995200,275,8.77,4158
2025-09-10,HFB16,1987,445,16,Decoration,2025-09-10,445,2261.000000000,11720.838102400,698,4.02,4158
2025-09-10,HFB07,2229,445,07,Kitchen,2025-09-10,445,1791.140000000,49851.374056120,211,8.68,4158
2025-09-10,HFB02,2800,445,02,Store and organise furniture,2025-09-10,445,520.000000000,11439.670816000,140,5.09,4158
2025-09-10,HFB12,2816,445,12,Home textiles,2025-09-10,445,1184.000000000,9000.630172800,280,2.47,4158
2025-09-10,HFB13,3078,445,13,Rugs,2025-09-10,445,227.000000000,7617.878441600,139,2.03,4158
2025-09-11,HFB07,2600,445,07,Kitchen,2025-09-11,445,965.250000000,19608.676463040,204,6.33,5747
2025-09-11,HFB12,4070,445,12,Home textiles,2025-09-11,445,1206.000000000,9242.837475200,312,2.13,5747
2025-09-11,HFB01,3502,445,01,Living room seating,2025-09-11,445,137.000000000,12655.222316800,62,5.65,5747
2025-09-11,HFB06,4276,445,06,Bathroom & Water,2025-09-11,445,447.000000000,5450.756640000,287,2.51,5747
2025-09-11,HFB03,2629,445,03,Workspaces,2025-09-11,445,149.000000000,5227.774451200,78,2.18,5747
2025-09-11,HFB18,4283,445,18,Home organisation,2025-09-11,445,3119.000000000,9024.952854400,1020,3.43,5747
2025-09-11,HFB09,2590,445,09,Children's IKEA,2025-09-11,445,668.000000000,4530.864083200,277,5.63,5747
2025-09-11,HFB04,2743,445,04,Bedroom furniture,2025-09-11,445,1086.000000000,19904.400947200,181,4.11,5747
2025-09-11,HFB05,2493,445,05,Beds & Mattresses,2025-09-11,445,238.000000000,22559.796940800,84,3.05,5747
2025-09-11,HFB15,3707,445,15,Eating,2025-09-11,445,2685.000000000,7642.492412800,520,1.55,5747
2025-09-11,HFB08,2479,445,08,Dining,2025-09-11,445,142.000000000,5565.233452800,47,1.82,5747
2025-09-11,HFB16,2915,445,16,Decoration,2025-09-11,445,2571.000000000,12533.026329600,747,4.52,5747
2025-09-11,HFB13,4160,445,13,Rugs,2025-09-11,445,253.000000000,6982.575824000,165,1.37,5747
2025-09-11,HFB02,3330,445,02,Store and organise furniture,2025-09-11,445,622.000000000,10734.385872000,123,4.44,5747
2025-09-11,HFB11,4205,445,11,Bed and bath textiles,2025-09-11,445,1668.000000000,16582.170236800,547,2.09,5747
2025-09-11,HFB10,4316,445,10,Lighting & Home electronics,2025-09-11,445,1292.000000000,12333.929888000,419,3.17,5747
2025-09-11,HFB14,3388,445,14,Cooking,2025-09-11,445,2765.000000000,10676.928998400,773,2.35,5747
2025-09-12,HFB11,3764,445,11,Bed and bath textiles,2025-09-12,445,1604.000000000,16588.505785600,571,3.02,4932
2025-09-12,HFB16,2925,445,16,Decoration,2025-09-12,445,2966.000000000,14635.991596800,828,4.52,4932
2025-09-12,HFB14,3207,445,14,Cooking,2025-09-12,445,2609.000000000,10522.618332800,855,3.18,4932
2025-09-12,HFB12,3721,445,12,Home textiles,2025-09-12,445,1245.000000000,9935.961078400,333,3.61,4932
2025-09-12,HFB07,2425,445,07,Kitchen,2025-09-12,445,1430.470000000,30431.573410840,234,7.32,4932
2025-09-12,HFB01,2904,445,01,Living room seating,2025-09-12,445,170.000000000,14038.702272000,75,6.07,4932
2025-09-12,HFB09,2359,445,09,Children's IKEA,2025-09-12,445,917.000000000,7922.203251200,330,5.66,4932
2025-09-12,HFB03,2395,445,03,Workspaces,2025-09-12,445,204.000000000,9972.080988800,84,2.51,4932
2025-09-12,HFB04,2663,445,04,Bedroom furniture,2025-09-12,445,962.000000000,18929.381833600,197,4.74,4932
2025-09-12,HFB15,3471,445,15,Eating,2025-09-12,445,3161.000000000,7995.025651200,648,2.36,4932
2025-09-12,HFB13,3771,445,13,Rugs,2025-09-12,445,232.000000000,6014.256371200,162,1.99,4932
2025-09-12,HFB08,2357,445,08,Dining,2025-09-12,445,166.000000000,7662.300105600,52,3.1,4932
2025-09-12,HFB05,2478,445,05,Beds & Mattresses,2025-09-12,445,203.000000000,19182.785580000,103,5.04,4932
2025-09-12,HFB10,3800,445,10,Lighting & Home electronics,2025-09-12,445,1461.000000000,13993.916496000,466,5.31,4932
2025-09-12,HFB06,3960,445,06,Bathroom & Water,2025-09-12,445,539.000000000,10256.088348800,285,2.76,4932
2025-09-12,HFB02,2856,445,02,Store and organise furniture,2025-09-12,445,840.000000000,15546.999820800,170,4.73,4932
2025-09-12,HFB18,3849,445,18,Home organisation,2025-09-12,445,3584.000000000,10834.880784000,1068,4.21,4932
2025-09-13,HFB08,5226,445,08,Dining,2025-09-13,445,297.000000000,16248.425177600,100,2.59,10068
2025-09-13,HFB10,8176,445,10,Lighting & Home electronics,2025-09-13,445,2575.000000000,24962.717673600,899,3.61,10068
2025-09-13,HFB09,5459,445,09,Children's IKEA,2025-09-13,445,1608.000000000,13416.362041600,636,5.79,10068
2025-09-13,HFB07,5506,445,07,Kitchen,2025-09-13,445,1520.000000000,26390.910582400,393,5.98,10068
2025-09-13,HFB02,6426,445,02,Store and organise furniture,2025-09-13,445,1556.000000000,33885.791990400,353,4.5,10068
2025-09-13,HFB06,8015,445,06,Bathroom & Water,2025-09-13,445,1083.000000000,15606.568544000,617,2.55,10068
2025-09-13,HFB04,5563,445,04,Bedroom furniture,2025-09-13,445,2192.000000000,45126.293542400,389,4.62,10068
2025-09-13,HFB12,7782,445,12,Home textiles,2025-09-13,445,2524.000000000,19668.674838400,642,2.93,10068
2025-09-13,HFB11,8040,445,11,Bed and bath textiles,2025-09-13,445,3368.000000000,34227.183401600,1147,2.83,10068
2025-09-13,HFB13,8117,445,13,Rugs,2025-09-13,445,451.000000000,13098.346620800,349,1.84,10068
2025-09-13,HFB01,6744,445,01,Living room seating,2025-09-13,445,317.000000000,29874.952665600,170,6.83,10068
2025-09-13,HFB15,7132,445,15,Eating,2025-09-13,445,4993.000000000,13683.183315200,1156,1.88,10068
2025-09-13,HFB05,5318,445,05,Beds & Mattresses,2025-09-13,445,318.000000000,29430.080624000,168,3.8,10068
2025-09-13,HFB03,5125,445,03,Workspaces,2025-09-13,445,390.000000000,15730.366624000,180,2.18,10068
2025-09-13,HFB18,8065,445,18,Home organisation,2025-09-13,445,6958.000000000,21087.328012800,2094,3.63,10068
2025-09-13,HFB16,5567,445,16,Decoration,2025-09-13,445,5277.000000000,26582.360672000,1538,4.73,10068
2025-09-13,HFB14,6668,445,14,Cooking,2025-09-13,445,5492.000000000,20565.118582400,1613,2.9,10068
2025-09-14,HFB18,8455,445,18,Home organisation,2025-09-14,445,7354.000000000,23494.035510400,2243,3.19,10471
2025-09-14,HFB16,6370,445,16,Decoration,2025-09-14,445,5700.000000000,28504.435097600,1709,4.05,10471
2025-09-14,HFB13,8476,445,13,Rugs,2025-09-14,445,534.000000000,17906.299936000,397,1.83,10471
2025-09-14,HFB04,6176,445,04,Bedroom furniture,2025-09-14,445,2836.000000000,53771.623225600,497,4.85,10471
2025-09-14,HFB05,5880,445,05,Beds & Mattresses,2025-09-14,445,405.000000000,40533.202718400,207,4.32,10471
2025-09-14,HFB03,5184,445,03,Workspaces,2025-09-14,445,340.000000000,15045.981708800,175,2.02,10471
2025-09-14,HFB09,6444,445,09,Children's IKEA,2025-09-14,445,1769.000000000,15680.483280000,701,7.52,10471
2025-09-14,HFB01,7087,445,01,Living room seating,2025-09-14,445,375.000000000,36867.778242400,164,7.21,10471
2025-09-14,HFB12,7904,445,12,Home textiles,2025-09-14,445,2349.000000000,18030.971884800,635,2.77,10471
2025-09-14,HFB14,6605,445,14,Cooking,2025-09-14,445,5597.000000000,20995.790256000,1682,3.02,10471
2025-09-14,HFB08,5633,445,08,Dining,2025-09-14,445,208.000000000,9702.273996800,85,2.59,10471
2025-09-14,HFB07,5602,445,07,Kitchen,2025-09-14,445,1617.170000000,35074.444717200,412,6.78,10471
2025-09-14,HFB02,6888,445,02,Store and organise furniture,2025-09-14,445,1629.000000000,30954.180633600,350,5.22,10471
2025-09-14,HFB15,7190,445,15,Eating,2025-09-14,445,4896.000000000,13557.346208000,1179,1.68,10471
2025-09-14,HFB10,8505,445,10,Lighting & Home electronics,2025-09-14,445,2873.000000000,27459.579302400,969,3.69,10471
2025-09-14,HFB11,8183,445,11,Bed and bath textiles,2025-09-14,445,3534.000000000,35491.671555200,1165,2.72,10471
2025-09-14,HFB06,8596,445,06,Bathroom & Water,2025-09-14,445,1137.000000000,15429.100355200,673,2.54,10471
2025-09-15,HFB11,3872,445,11,Bed and bath textiles,2025-09-15,445,1386.000000000,14771.980146560,507,1.8,5134
2025-09-15,HFB07,2750,445,07,Kitchen,2025-09-15,445,1088.930000000,22365.756194320,223,9.69,5134
2025-09-15,HFB03,2656,445,03,Workspaces,2025-09-15,445,163.000000000,7812.896828800,77,2.58,5134
2025-09-15,HFB15,3335,445,15,Eating,2025-09-15,445,2882.000000000,7991.311708800,540,1.54,5134
2025-09-15,HFB08,2738,445,08,Dining,2025-09-15,445,148.000000000,6299.647356800,39,3.26,5134
2025-09-15,HFB06,3982,445,06,Bathroom & Water,2025-09-15,445,540.000000000,8317.847350400,313,2.15,5134
2025-09-15,HFB14,3095,445,14,Cooking,2025-09-15,445,2444.000000000,9293.667510400,757,2.97,5134
2025-09-15,HFB01,3427,445,01,Living room seating,2025-09-15,445,151.000000000,15186.930374280,64,7.95,5134
2025-09-15,HFB04,2881,445,04,Bedroom furniture,2025-09-15,445,1307.000000000,23963.812812800,209,5.33,5134
2025-09-15,HFB12,3762,445,12,Home textiles,2025-09-15,445,1216.000000000,9257.110665600,324,2.15,5134
2025-09-15,HFB16,2493,445,16,Decoration,2025-09-15,445,3327.000000000,14541.977878400,818,4.81,5134
2025-09-15,HFB18,3991,445,18,Home organisation,2025-09-15,445,3455.000000000,10245.966035200,1027,3.32,5134
2025-09-15,HFB10,4006,445,10,Lighting & Home electronics,2025-09-15,445,1353.000000000,12434.060688000,451,2.65,5134
2025-09-15,HFB13,3967,445,13,Rugs,2025-09-15,445,223.000000000,5782.317027200,160,1.43,5134
2025-09-15,HFB05,2788,445,05,Beds & Mattresses,2025-09-15,445,178.000000000,18331.528135200,87,5.11,5134
2025-09-15,HFB09,3004,445,09,Children's IKEA,2025-09-15,445,700.000000000,7030.420140800,282,7.51,5134
2025-09-15,HFB02,3324,445,02,Store and organise furniture,2025-09-15,445,521.000000000,9018.091163760,118,5.63,5134
2025-09-16,HFB02,2885,445,02,Store and organise furniture,2025-09-16,445,459.000000000,10844.056406400,134,3.68,5520
2025-09-16,HFB08,2483,445,08,Dining,2025-09-16,445,165.000000000,6602.370073600,49,2.77,5520
2025-09-16,HFB15,3764,445,15,Eating,2025-09-16,445,3051.000000000,7186.697011200,604,1.6,5520
2025-09-16,HFB14,3418,445,14,Cooking,2025-09-16,445,2804.000000000,10612.262707200,842,2.45,5520
2025-09-16,HFB06,4059,445,06,Bathroom & Water,2025-09-16,445,646.000000000,11339.904128000,359,1.85,5520
2025-09-16,HFB16,2424,445,16,Decoration,2025-09-16,445,3794.000000000,14233.575014400,956,4.89,5520
2025-09-16,HFB05,2627,445,05,Beds & Mattresses,2025-09-16,445,159.000000000,14927.572486400,82,3.8,5520
2025-09-16,HFB10,4090,445,10,Lighting & Home electronics,2025-09-16,445,1356.000000000,13679.469372800,422,3.28,5520
2025-09-16,HFB01,3163,445,01,Living room seating,2025-09-16,445,91.000000000,8756.893600000,64,4.99,5520
2025-09-16,HFB18,3962,445,18,Home organisation,2025-09-16,445,3683.000000000,11369.105910400,1080,3.0,5520
2025-09-16,HFB09,2882,445,09,Children's IKEA,2025-09-16,445,702.000000000,5321.933814400,269,6.96,5520
2025-09-16,HFB12,3953,445,12,Home textiles,2025-09-16,445,1020.000000000,8107.754726400,297,2.24,5520
2025-09-16,HFB11,3981,445,11,Bed and bath textiles,2025-09-16,445,1411.000000000,14315.937148800,510,2.06,5520
2025-09-16,HFB13,4063,445,13,Rugs,2025-09-16,445,266.000000000,5916.747177600,174,1.63,5520
2025-09-16,HFB04,2729,445,04,Bedroom furniture,2025-09-16,445,1128.000000000,23097.736009600,213,4.04,5520
2025-09-16,HFB07,2547,445,07,Kitchen,2025-09-16,445,1656.540000000,43644.048207200,227,7.19,5520
2025-09-16,HFB03,2357,445,03,Workspaces,2025-09-16,445,219.000000000,11214.067020800,69,2.2,5520
2025-09-17,HFB05,2336,445,05,Beds & Mattresses,2025-09-17,445,202.000000000,16716.017808000,85,4.44,4865
2025-09-17,HFB12,3530,445,12,Home textiles,2025-09-17,445,1155.000000000,8680.357257600,308,2.57,4865
2025-09-17,HFB08,2408,445,08,Dining,2025-09-17,445,212.000000000,9388.773564800,60,3.06,4865
2025-09-17,HFB01,2884,445,01,Living room seating,2025-09-17,445,148.000000000,16192.497574400,73,6.38,4865
2025-09-17,HFB04,2466,445,04,Bedroom furniture,2025-09-17,445,1115.000000000,23510.420550400,191,4.81,4865
2025-09-17,HFB15,3148,445,15,Eating,2025-09-17,445,2631.000000000,6700.097734400,601,1.82,4865
2025-09-17,HFB13,3779,445,13,Rugs,2025-09-17,445,219.000000000,5797.172796800,156,1.74,4865
2025-09-17,HFB11,3657,445,11,Bed and bath textiles,2025-09-17,445,1292.000000000,12338.590521600,475,2.19,4865
2025-09-17,HFB09,2438,445,09,Children's IKEA,2025-09-17,445,784.000000000,6085.039744000,296,6.7,4865
2025-09-17,HFB10,3844,445,10,Lighting & Home electronics,2025-09-17,445,1188.000000000,12354.829916800,407,3.29,4865
2025-09-17,HFB06,3751,445,06,Bathroom & Water,2025-09-17,445,604.000000000,8128.509110400,338,2.08,4865
2025-09-17,HFB16,2891,445,16,Decoration,2025-09-17,445,3604.000000000,13952.626195200,915,4.5,4865
2025-09-17,HFB03,2254,445,03,Workspaces,2025-09-17,445,188.000000000,8542.504454400,68,2.2,4865
2025-09-17,HFB07,2565,445,07,Kitchen,2025-09-17,445,1296.040000000,29534.473354960,227,8.71,4865
2025-09-17,HFB18,3884,445,18,Home organisation,2025-09-17,445,3484.000000000,10502.228060800,1057,3.96,4865
2025-09-17,HFB02,2675,445,02,Store and organise furniture,2025-09-17,445,566.000000000,12547.954921600,139,4.57,4865
2025-09-17,HFB14,2835,445,14,Cooking,2025-09-17,445,2741.000000000,10283.833683200,822,2.36,4865
2025-09-18,HFB16,3203,445,16,Decoration,2025-09-18,445,4454.000000000,16088.944121600,1010,5.0,6047
2025-09-18,HFB18,4494,445,18,Home organisation,2025-09-18,445,3295.000000000,9438.292796800,1039,3.16,6047
2025-09-18,HFB13,4369,445,13,Rugs,2025-09-18,445,254.000000000,7595.230675200,172,2.05,6047
2025-09-18,HFB02,3011,445,02,Store and organise furniture,2025-09-18,445,619.000000000,13125.290908800,129,3.92,6047
2025-09-18,HFB04,2568,445,04,Bedroom furniture,2025-09-18,445,869.000000000,19640.638214400,173,5.03,6047
